,Route,Head.Length,SV.length,Total.Length,Tail.Girth,Neck.Girth,Chest.Girth,Weight,Sex,Deformities_Notes
4405,WCA3B_Marsh,39.2,140.2,259.7,60.1,NA,NA,69,M,Incomplete tail
4406,WCA3B_Marsh,29.5,107.8,215.7,47,NA,NA,31,F,Front right leg missing completely
4407,WCA3B_Marsh,27.7,105.3,207.6,41.1,NA,NA,22.5,F,None
4408,WCA3B_Marsh,38.6,134.9,270.1,58.9,NA,NA,63,M,None
4409,WCA3B_Marsh,27.6,101.1,200.4,41.4,NA,NA,22.5,F,None
4410,WCA3B_Marsh,28,107.6,213.4,44.3,NA,NA,27,F,None
4411,WCA3B_Marsh,25,91.8,187.8,38.5,NA,NA,17,M,None
4412,WCA3B_Marsh,32.1,111.7,218.2,47.1,NA,NA,34,M,None
4413,WCA3A-TW_Marsh,29.1,102.5,188.2,41.2,NA,NA,24,F,Incomplete tail
4414,WCA3A-TW_Marsh,24.8,91.4,178.5,35.3,NA,NA,14.4,F,None
4415,WCA3A-TW_Marsh,34.1,121,238.2,45.2,NA,NA,35,M,None
4416,WCA3A-TW_Marsh,25.9,94.6,184.4,35.9,NA,NA,19,F,None
4417,WCA3A-TW_Marsh,29.5,108.9,187.8,45.5,NA,NA,29,F,Incomplete tail
4418,WCA3A-TW_Marsh,20.3,76,154.8,29.6,NA,NA,9.7,F,None
4419,WCA3A-TW_Marsh,33.7,120.9,240.3,53.4,NA,NA,43,M,None
4420,BICY_Marsh,28.8,104.4,211.6,46,NA,NA,27,F,None
4421,BICY_Marsh,28.9,100.7,196.2,42.4,NA,NA,22,F,None
4422,BICY_Marsh,27.1,98,193.1,41.8,NA,NA,20,F,None
4423,BICY_Marsh,31.2,113.8,226.2,47,NA,NA,33,M,None
4424,BICY_Marsh,26.1,94.8,188.5,37.6,NA,NA,17.5,M,None
4425,BICY_Marsh,28.2,104.9,204.7,47.2,NA,NA,31,F,None
4426,BICY_Marsh,44.1,156.5,308,74.3,NA,NA,115,M,None
4427,ENP-FC,25.5,90.5,174.6,35.1,NA,NA,16.4,F,Incomplete tail
4428,ENP-FC,23.8,88.6,174.6,35,NA,NA,14.25,F,NA
4429,ENP-FC,34.6,122.5,218.7,52.4,NA,NA,47,M,NA
4430,ENP-FC,24.1,92.4,180.6,34.9,NA,NA,15.6,F,None
4431,ENP-FC,37,128.6,254.9,53.9,NA,NA,50,M,None
4432,ENP-FC,25.2,93.5,191.6,41.8,NA,NA,21.5,F,None
4433,ENP-FC,37,133.2,262.3,52.5,NA,NA,49.5,M,None
4434,ENP-FC,27.9,100.8,208,39.9,NA,NA,21.5,M,NA
4435,ENP-FC,29.9,113,221.9,46.6,NA,NA,31,M,None
4436,ENP-FC,27.5,100.3,208.6,41.4,NA,NA,23,F,None
4437,ENP-SS,29.9,104.9,202,37.6,NA,NA,21,F,None
4438,ENP-SS,24.9,91.1,178.5,31.8,NA,NA,14.2,F,None
4439,ENP-SS,32,116.1,225.2,44.6,NA,NA,31.5,M,None
4440,ENP-SS,25.3,94.9,190.1,36.5,NA,NA,18.6,F,None
4441,ENP-SS,34,121.8,235.3,45.5,NA,NA,37,M,None
4442,ENP-SS,26.3,96,192.1,31.1,NA,NA,15.4,F,Broken jaw
4443,ENP-SS,33.8,120.1,237.6,47.1,NA,NA,38,M,None
4444,ENP-SS,36.7,136.2,259.3,45.9,NA,NA,44,M,None
4445,ENP-SS,36.1,132,260.7,50.6,NA,NA,50,M,None
4446,ENP-SS,31,108.8,215.3,46.1,NA,NA,31.5,F,None
4447,ENP-SS,33.3,121.3,239.2,46.5,NA,NA,36,M,None
4448,ENP-SS,27.9,105.6,209.7,42.1,NA,NA,27,F,NA
4449,ENP-SS,26.8,102.1,204.2,41.4,NA,NA,24.5,F,None
4450,ENP-SS,30.7,108,214.2,44,NA,NA,28,M,None
4451,ENP-SS,32,114,228.9,49.6,NA,NA,38,M,None
4452,ENP-FC,30.8,113,224,49.5,NA,NA,37,F,None
4453,ENP-SS,25.7,96.9,195.1,37.1,NA,NA,18.5,F,None
4454,ENP-FC,29.9,103.9,204.6,41.5,NA,NA,24.5,M,None
4455,ENP-FC,26.9,92.2,188.3,34.4,NA,NA,16.8,M,None
4456,ENP-FC,35.6,128.8,256.4,51.3,NA,NA,47.5,M,None
4457,ENP-FC,32.9,119.2,234.1,48.9,NA,NA,42.5,M,None
4458,ENP-FC,28.6,106.8,201.5,45.1,NA,NA,28,F,Incomplete tail
4459,ENP-NESSE,26.1,95.7,194.2,37.8,NA,NA,18,F,None
4460,ENP-NESSE,37,135.2,261.7,58.3,NA,NA,59,M,None
4461,ENP-NESSE,24.8,90.4,186.2,35.7,NA,NA,17,F,None
4462,ENP-EST,36.4,131.6,258.6,48.3,NA,NA,48.5,M,None
4463,ENP-EST,36.4,128.8,261.6,49,NA,NA,44,M,None
4464,ENP-EST,33.9,124.5,251,48.6,NA,NA,48.5,M,None
4465,ENP-EST,26.3,88.5,176,37.1,NA,NA,17.2,F,None
4466,ENP-EST,29,102,207,42.5,NA,NA,25.5,M,None
4467,ENP-NESSE,30,105.5,203.3,42.2,NA,NA,26.5,M,None
4468,ENP-NESSE,18.6,66.4,124.5,25.4,NA,NA,6,M,None
4469,ENP-NESSE,25,91.6,184.8,39.2,NA,NA,21,F,None
4470,ENP-NESSE,28.8,101,200.5,40.4,NA,NA,21,M,None
4471,ENP-NESSE,33.3,118.7,234.1,50,NA,NA,42.5,M,None
4472,ENP-NESSE,37.2,134.5,270.1,59.3,NA,NA,63.6,M,None
4473,ENP-NESSE,32.3,110.5,219.9,45.5,NA,NA,31,M,None
4474,ENP-NESSE,26.1,94.4,181.4,38.2,NA,NA,20.5,F,None
4475,ENP-NESSE,29,105.9,208.4,39.4,NA,NA,26.5,M,None
4476,ENP-NESSE,38.3,138.9,276.5,57.4,NA,NA,66,M,None
4477,ENP-NESSE,29.3,104.9,204.1,31.6,NA,NA,18.5,F,None
4478,ENP-NESSE,30.3,109.5,209.9,45.4,NA,NA,30.5,F,None
4479,BICY_Marsh,45.5,161.9,320.1,73.1,NA,NA,112.85,M,None
4480,BICY_Marsh,32.1,118.7,233.5,47.2,NA,NA,NA,U,None
4481,BICY_Marsh,43.3,147.3,279.1,59.7,NA,NA,74.85,M,None
4482,BICY_Marsh,41.8,149.2,282.1,58.6,NA,NA,83.85,M,Incomplete tail
4483,BICY_Marsh,33.2,120.1,231.7,44.1,NA,NA,35,M,None
4484,BICY_Marsh,39,141,266.4,51.6,NA,NA,60,M,Incomplete tail
4485,WCA3A-HD_Marsh,28,99.4,195.7,36.6,NA,NA,NA,F,none
4486,WCA3A-HD_Marsh,29.3,103,201.9,35.1,NA,NA,22,F,none
4487,WCA3A-HD_Marsh,27.5,101.1,198.6,38.1,NA,NA,23.5,F,None
4488,WCA3A-HD_Marsh,37.3,132.1,245.7,45.6,NA,NA,44,M,NA
4489,WCA3A-HD_Marsh,35.6,128.5,246.2,54.5,NA,NA,54.1,M,none
4490,WCA3A-HD_Marsh,40.4,146,281,54,NA,NA,68.8,M,None
4491,WCA3A-HD_Marsh,33,116.6,231.8,46.6,NA,NA,36,M,None
4492,ENP-EST,32.2,115.8,228.5,48.6,NA,NA,38.5,M,NA
4493,ENP-EST,24.9,94.9,187.8,42.3,NA,NA,21,F,NA
4494,ENP-FC,34.7,128,257.2,52.7,NA,NA,46,F,Missing right eye
4495,ENP-FC,27.7,99.8,182,42.6,NA,NA,24,F,Incomplete tail
4496,ENP-FC,28.6,101.2,200.5,39.8,NA,NA,26,M,None
4497,ENP-FC,21,79.2,153.6,27.5,NA,NA,10,F,None
4498,ENP-SS,29.8,108.4,212,30,NA,NA,18.6,F,None
4499,ENP-SS,29.2,103.9,205.4,42.5,NA,NA,13.2,M,None
4500,ENP-SS,36.8,132.5,272.8,48,NA,NA,45,M,None
4501,ENP-FC,22,80.7,159.6,31.8,NA,NA,10.5,M,None
4502,ENP-FC,42.4,149,304.6,63.5,NA,NA,90,M,Slight notch in tip of snoot
4503,ENP-FC,32.6,118.2,235,48.1,NA,NA,43,M,none
4504,WCA3B_Marsh,33.8,118.4,229.2,42.6,NA,NA,32,M,Missing front left leg
4505,WCA3B_Marsh,28.8,108.2,214.6,40.5,NA,NA,25,M,None
4506,WCA3B_Marsh,25.4,91.6,186.6,34.1,NA,NA,16.4,F,None
4507,WCA3B_Marsh,28,101.1,201.1,41.8,NA,NA,22,F,None
4508,WCA3A-TW_Marsh,20.1,71.2,142.7,25.8,NA,NA,7.25,M,None
4509,WCA3B_Marsh,25.8,96,192.5,39.5,NA,NA,21,F,None
4510,WCA3B_Marsh,24.8,92.1,186.3,34.4,NA,NA,16,F,None
4511,WCA3B_Marsh,23.3,89.9,178.2,33.2,NA,NA,14.5,F,None
4512,WCA3B_Marsh,38.1,137.7,281.1,59.2,NA,NA,68,M,None
4513,WCA3B_Marsh,27.3,99.8,201.2,39.2,NA,NA,21.5,F,None
4514,WCA3B_Marsh,28.1,103.3,210.3,44.2,NA,NA,30.5,F,None
4515,ENP-FC,30.4,115.7,231.6,48.1,NA,NA,36.5,M,NA
4516,ENP-FC,24.6,89.1,173.3,35.5,NA,NA,15.5,F,NA
4517,ENP-FC,25.1,96.2,191.5,40.5,NA,NA,22.5,F,NA
4518,ENP-FC,26,93.3,186.3,37.1,NA,NA,18.2,F,NA
4519,ENP-FC,34.4,126,250,51.7,NA,NA,50,M,NA
4520,ENP-FC,NA,NA,210.1,NA,NA,NA,NA,U,NA
4521,ENP-SS,30,107.9,214.4,43.3,NA,NA,30,M,NA
4522,WCA3A-N41_Marsh,35.1,123.9,240.4,48.1,NA,NA,40,M,NA
4523,WCA3A-N41_Marsh,31.3,113.4,212.2,44.1,NA,NA,31,M,NA
4524,WCA3A-N41_Marsh,31,112.8,227.9,47.8,NA,NA,35,F,NA
4525,WCA3B_Marsh,27.5,100.1,198,39.7,NA,NA,20,M,None
4526,WCA3B_Marsh,24.5,89.2,181.4,37.2,NA,NA,16.5,F,None
4527,WCA3B_Marsh,27.5,101.3,201.9,41.9,NA,NA,24.5,F,None
4528,WCA3B_Marsh,30.5,112.5,234.6,49.7,NA,NA,35,F,Missing front right leg
4529,WCA3B_Marsh,28.1,103,201.5,41.1,NA,NA,25,F,None
4530,ENP-FC,30.7,111.7,224.1,49.1,NA,NA,36.5,M,NA
4531,ENP-FC,30.3,113.3,222.8,46.7,NA,NA,34,M,none
4532,ENP-FC,25.4,90.8,185.1,33.8,NA,NA,16.2,M,None
4533,ENP-NESSE,38.5,136.4,270.5,60.5,NA,NA,63,M,None
4534,ENP-NESSE,31.6,114.6,230.4,47.5,NA,NA,36,M,None
4535,ENP-SS,33.4,120,214,49.5,NA,NA,37.5,M,Incomplete tail
4536,ENP-SS,31.5,112.2,196.6,43.8,NA,NA,31,M,Incomplete tail
4537,ENP-SS,35.5,126.3,251.5,50,NA,NA,42,M,None
4538,ENP-SS,31.5,112.5,194,36.8,NA,NA,13.1,M,Incomplete tail
4539,ENP-SS,34.2,122.8,241.7,50.5,NA,NA,42,M,None
4540,ENP-SS,29.5,111.4,224.7,47.7,NA,NA,35,F,None
4541,ENP-SS,30.9,117.4,222.2,47.3,NA,NA,36,M,Incomplete tail
4542,WCA3A-HD_Marsh,26.2,94.7,184,35.7,NA,NA,17,M,NA
4543,WCA3A-HD_Marsh,22.6,83.4,155.2,28.6,NA,NA,10,M,Incomplete tail
4544,WCA3A-HD_Marsh,25.9,98.5,191.4,40.7,NA,NA,23,F,NA
4545,WCA3A-HD_Marsh,23,86.5,177.5,31.8,NA,NA,13,F,NA
4546,WCA3A-N41_Marsh,27.8,100,198.6,34.9,NA,NA,20,F,NA
4547,WCA3A-N41_Marsh,30.8,105.9,207.7,43.3,NA,NA,26.5,M,NA
4548,ENP-SS,31.7,114,222.2,47.3,NA,NA,32.5,M,None
4549,ENP-SS,30.3,112.4,225.4,43,NA,NA,32,M,None
4550,ENP-SS,27.5,99.4,202.5,40.2,NA,NA,23,F,None
4551,ENP-SS,27.2,105.1,211.9,30.1,NA,NA,18,F,None
4552,WCA3A-HD_Marsh,29.2,106.2,206.1,39.6,NA,NA,27,F,NA
4553,WCA3A-HD_Marsh,29.1,107.9,213.4,43,NA,NA,28.5,F,NA
4554,WCA3A-HD_Marsh,30.7,110.8,220.1,40.9,NA,NA,29.5,F,NA
4555,WCA3A-HD_Marsh,22.1,80.8,163.1,30.9,NA,NA,10.6,F,NA
4556,WCA3A-HD_Marsh,NA,NA,122.5,NA,NA,NA,NA,U,NA
4557,WCA3A-HD_Marsh,27.2,99,195.4,36.2,NA,NA,21,F,NA
4558,WCA3A-HD_Marsh,38.2,135.9,246.9,56.9,NA,NA,55,M,Incomplete tail
4559,WCA3A-HD_Marsh,34.1,120.1,229.9,45.3,NA,NA,40.5,F,Incomplete tail
4560,WCA3A-HD_Marsh,41.4,147.5,292.3,60.8,NA,NA,90,M,NA
4561,WCA3A-HD_Marsh,30.6,110,216.2,42.7,NA,NA,29.5,F,NA
4562,WCA3A-HD_Marsh,23.1,82.5,159.2,30.8,NA,NA,11.6,M,NA
4563,WCA3A-HD_Marsh,23.4,83.9,168.7,34,NA,NA,13.4,F,NA
4564,WCA3A-HD_Marsh,42.1,146.1,283.3,59.2,NA,NA,78,M,NA
4565,WCA3A-N41_Marsh,33.7,117.8,231.7,52.6,NA,NA,41,M,NA
4566,WCA3A-N41_Marsh,25.2,94.5,186,35.4,NA,NA,18.5,M,NA
4567,WCA3A-N41_Marsh,24.3,89.9,175.1,36.2,NA,NA,16,M,NA
4568,WCA3A-N41_Marsh,33.3,117.3,229.3,46.6,NA,NA,35.3,M,NA
4569,WCA3A-N41_Marsh,34.2,118.3,236,50.1,NA,NA,39,M,NA
4570,WCA3A-N41_Marsh,33.7,122,242.6,51,NA,NA,42,M,NA
4571,ENP-EST,30.1,104,210.9,37.4,NA,NA,22.5,F,None
4572,ENP-EST,31.3,111.7,217.6,52.3,NA,NA,27.5,M,None
4573,WCA3A-TW_Marsh,42.3,148.1,294.2,59.5,NA,NA,81,M,None
4574,WCA3A-TW_Marsh,20.8,77.3,157.3,30.4,NA,NA,9.6,F,None
4575,WCA3A-TW_Marsh,17.7,64.4,132.6,23.8,NA,NA,6.2,M,None
4576,WCA3A-TW_Marsh,19.2,70,141.8,28.6,NA,NA,8,F,None
4577,WCA3A-TW_Marsh,24.9,89,154.5,38.5,NA,NA,16.4,F,Incomplete tail
4578,WCA3A-TW_Marsh,36.8,129.3,259.8,54.7,NA,NA,48.5,M,None
4579,WCA3A-TW_Marsh,32.7,114.6,227.9,48,NA,NA,34.5,M,None
4580,WCA3A-TW_Marsh,20.7,75.4,149.2,29.2,NA,NA,8.6,M,None
4581,WCA3A-TW_Marsh,31.5,112.7,219.7,39.2,NA,NA,30,F,None
4582,Lox_Marsh,NA,NA,120,NA,NA,NA,NA,U,NA
4583,Lox_Marsh,22,82.9,161.1,32.2,NA,NA,12,F,NA
4584,Lox_Marsh,19.3,68.5,136.2,26.5,NA,NA,7.6,F,NA
4585,Lox_Marsh,30,104.7,205.7,40.5,NA,NA,23.5,M,NA
4586,Lox_Marsh,24.4,87.5,174.5,33.5,NA,NA,14.4,M,NA
4587,Lox_Marsh,24.3,86,169.5,33.7,NA,NA,13.2,M,NA
4588,Lox_Marsh,23.9,85.3,171.5,34,NA,NA,13,F,NA
4589,Lox_Marsh,30.1,102.3,200.4,42,NA,NA,24.5,M,NA
4590,Lox_Marsh,27.5,98.7,190.2,41.3,NA,NA,22.5,F,Incomplete tail
4591,Lox_Marsh,25.6,94.7,190.8,38.8,NA,NA,19.5,F,NA
4592,Lox_Marsh,24.9,90.7,185.2,40,NA,NA,18,F,NA
4593,Lox_Marsh,26.4,94.5,189.2,39,NA,NA,19.5,F,NA
4594,WCA3A-TW_Marsh,17.9,63.7,131.7,26.5,NA,NA,6,M,NA
4595,WCA3A-TW_Marsh,34.1,124.6,246.9,51,NA,NA,43,M,NA
4596,WCA3A-TW_Marsh,33.1,119.1,238,51,NA,NA,42,M,NA
4597,Lox_Marsh,28.1,100.1,198.5,37.7,NA,NA,20.5,F,NA
4598,Lox_Marsh,30.2,109.5,216,42,NA,NA,28,M,NA
4599,Lox_Marsh,28.5,103.8,201.6,37.2,NA,NA,20.5,F,Missing 2nd and 3rd claw on rear left foot. 4th toe on same foot is broken.
4600,Lox_Marsh,28.2,103.9,207.2,34.1,NA,NA,21,F,NA
4601,WCA3A-N41_Marsh,38.1,135.2,270.6,58.3,NA,NA,64,M,None
4602,WCA3A-N41_Marsh,24.2,85.5,168.2,34.6,NA,NA,14.2,F,Missing left rear leg
4603,WCA3A-N41_Marsh,35.9,131.7,258.7,46.5,NA,NA,43.5,M,None
4604,WCA3A-N41_Marsh,25.2,93.5,185.8,39.4,NA,NA,18,F,None
4605,WCA3A-TW_Marsh,33.6,124.1,240.9,48.9,NA,NA,40.5,M,NA
4606,WCA3A-TW_Marsh,32.7,118,238.4,46.2,NA,NA,35,M,NA
4607,WCA3A-TW_Marsh,33.6,119.2,237.2,49.6,NA,NA,41.5,M,NA
4608,WCA3A-HD_Marsh,30.8,110.4,214,45.2,NA,NA,34,F,NA
4609,WCA3A-HD_Marsh,32.1,113.6,223.4,49,NA,NA,41,M,NA
4610,ENP-EST,25.9,91.9,186.5,39.1,NA,NA,19.4,M,NA
4611,ENP-EST,33.9,127.5,252.7,52.5,NA,NA,48,M,NA
4612,ENP-EST,33.3,118.6,229.2,50.2,NA,NA,42,M,Incomplete tail
4613,ENP-EST,32.9,121.9,243.3,47.6,NA,NA,39.5,M,NA
4614,ENP-EST,21.9,77,161.6,31.9,NA,NA,9.5,F,NA
4615,ENP-EST,24.5,91.4,179.2,38.4,NA,NA,17.6,M,NA
4616,ENP-EST,27.4,103.3,197.4,35.5,NA,NA,21.5,F,NA
4617,ENP-EST,39.6,147.4,282.3,57,NA,NA,76,M,NA
4618,ENP-EST,36.5,134.4,243.1,40.1,NA,NA,41,M,Incomplete tail
4619,ENP-EST,38,131.9,268,57.5,NA,NA,61,M,NA
4620,ENP-EST,29.9,106.7,213.5,42.2,NA,NA,33,F,NA
4621,ENP-EST,35.3,118.5,238.3,49,NA,NA,46,M,NA
4622,ENP-EST,30.8,113.3,227.2,48.4,NA,NA,38,M,NA
4623,ENP-EST,35.4,132.7,250.4,47.4,NA,NA,52,M,none
4624,ENP-EST,35.8,119.2,238.9,52.7,NA,NA,51,M,NA
4625,ENP-EST,36.5,132.1,265.7,54.9,NA,NA,65,M,NA
4626,ENP-EST,33.2,116.4,236.1,50.7,NA,NA,43,M,NA
4627,Lox_Marsh,29.5,106.2,209.9,36.9,NA,NA,21.5,M,NA
4628,Lox_Marsh,26.2,93.1,182.9,36.4,NA,NA,15.6,M,NA
4629,Lox_Marsh,25.2,90.6,178.1,32.9,NA,NA,13,F,NA
4630,Lox_Marsh,27.7,99.5,195.9,34.2,NA,NA,19,F,NA
4631,Lox_Marsh,24.3,87.5,172.7,34.7,NA,NA,14.4,M,NA
4632,Lox_Marsh,26,98,189.2,37.6,NA,NA,18.5,F,NA
4633,Lox_Marsh,28,100.5,200,35.5,NA,NA,18,M,NA
4634,Lox_Marsh,24.3,89,174.1,33.1,NA,NA,13.4,F,NA
4635,Lox_Marsh,29.1,110.4,209.4,38,NA,NA,24.5,F,NA
4636,Lox_Marsh,31,113.2,221.7,45.6,NA,NA,30.5,M,NA
4637,Lox_Marsh,27.1,98.8,195.7,37,NA,NA,17.5,F,NA
4638,Lox_Marsh,31.9,114.1,224.4,41.7,NA,NA,26,M,Front right leg missing
4639,Lox_Marsh,21.7,80.8,158.9,32.8,NA,NA,11.2,F,NA
4640,Lox_Marsh,32.2,112.7,226.2,44.1,NA,NA,32,M,NA
4641,Lox_Marsh,25.2,92.3,181.7,33.8,NA,NA,15,F,NA
4642,WCA3A-HD_Marsh,21.9,79.4,157.7,30.6,NA,NA,10,M,NA
4643,WCA3B_Marsh,32.5,115.6,204.7,48.6,NA,NA,36,M,Incomplete tail
4644,ENP-EST,37.9,135.8,268.9,50.8,NA,NA,61,M,NA
4645,ENP-EST,26.4,96.2,188.1,41.2,NA,NA,22,M,NA
4646,WCA3A-HD_Marsh,38.1,135.4,270.6,52.5,NA,NA,56,M,NA
4647,WCA3A-HD_Marsh,25.8,93.7,187.3,35.8,NA,NA,17.6,F,NA
4648,WCA3A-HD_Marsh,26.8,96.8,197.5,40.7,NA,NA,21,F,NA
4649,WCA3A-HD_Marsh,30,106.5,210.2,37.1,NA,NA,24,F,NA
4650,WCA3A-HD_Marsh,28.5,103.1,201.3,42.2,NA,NA,27,F,NA
4651,WCA3A-HD_Marsh,25.6,91.1,177.6,35.1,NA,NA,16,F,NA
4652,WCA3A-HD_Marsh,28.5,103.3,200.8,43.6,NA,NA,25,F,NA
4653,WCA3A-N41_Marsh,28.5,101,200.3,41,NA,NA,24.5,F,NA
4654,WCA3A-N41_Marsh,26.4,95.6,191.9,38,NA,NA,18.6,M,NA
4655,WCA3A-N41_Marsh,26.2,92.4,184.5,36.6,NA,NA,17.6,F,NA
4656,WCA3A-N41_Marsh,24.9,89.3,175.7,32,NA,NA,13.8,F,NA
4657,WCA3A-N41_Marsh,32.2,115,227.2,45,NA,NA,33,M,NA
4658,WCA3A-N41_Marsh,27.3,95.7,194.1,39.8,NA,NA,21,F,NA
4659,WCA3A-N41_Marsh,25.1,94.4,186.5,38.5,NA,NA,19.5,F,NA
4660,WCA3A-N41_Marsh,27.5,97.7,196.3,40.4,NA,NA,22,F,NA
4661,WCA3A-N41_Marsh,28.2,100.3,203.9,42.7,NA,NA,27,F,NA
4662,WCA3A-N41_Marsh,22.9,81.6,165.5,30.3,NA,NA,10.8,F,NA
4663,WCA3A-N41_Marsh,34.6,124.8,245.5,53.6,NA,NA,45,M,NA
4664,WCA3A-N41_Marsh,29,109.4,211.5,44.8,NA,NA,30,F,NA
4665,WCA3A-N41_Marsh,27.5,98.2,192.7,37.5,NA,NA,19.4,M,NA
4666,WCA3A-N41_Marsh,29.3,109.9,212.5,41.8,NA,NA,26.5,M,NA
4667,WCA3A-N41_Marsh,26.2,97.7,194.2,40.5,NA,NA,22.5,F,NA
4668,WCA3A-N41_Marsh,28.2,102.9,206.3,39.6,NA,NA,23,F,NA
4669,ENP-EST,24.7,90.2,182.4,34.1,NA,NA,15.8,F,NA
4670,ENP-EST,38.4,136.5,270.4,54.5,NA,NA,64,M,Injury near tip of tail. No major deformities.
4671,ENP-EST,29.4,107.1,216.8,42.6,NA,NA,32,M,NA
4672,ENP-EST,26.9,97,196.7,39.1,NA,NA,22,M,NA
4673,ENP-EST,31.2,113.6,230.9,47.8,NA,NA,34.5,M,NA
4674,WCA3A-TW_Marsh,28.3,104.3,208.2,42.1,NA,NA,25.5,F,NA
4675,WCA3A-TW_Marsh,34.1,113.9,225.7,48.4,NA,NA,36,M,Incomplete tail
4676,WCA3A-TW_Marsh,30.7,110.4,219.5,46.1,NA,NA,35.5,F,Incomplete tail
4677,WCA3A-TW_Marsh,30,110,215.1,36.5,NA,NA,22.5,F,Front right foot almost completely detached. Photo no. 100-0483
4678,WCA3A-TW_Marsh,29.9,105.6,209.7,43.4,NA,NA,23,M,NA
4679,WCA3A-TW_Marsh,27,99,189.4,39.8,NA,NA,21,F,NA
4680,WCA3A-HD_Marsh,29.1,108.3,212.8,41.9,NA,NA,26.5,F,NA
4681,WCA3A-HD_Marsh,32.7,117.5,228.6,42.9,NA,NA,34,F,NA
4682,WCA3A-HD_Marsh,32.9,117.9,233.9,44.3,NA,NA,35,F,NA
4683,WCA3A-HD_Marsh,28.8,105.9,212.1,42.3,NA,NA,24.5,M,NA
4684,WCA3A-HD_Marsh,33.8,118.5,237.2,48.8,NA,NA,35.5,M,NA
4685,WCA3A-HD_Marsh,31.1,110,219.8,37.4,NA,NA,26,F,NA
4686,WCA3A-HD_Marsh,32.3,116,227.9,45.2,NA,NA,34,M,NA
4687,WCA3A-TW_Marsh,39.8,132.2,260.1,53.3,NA,NA,53.8,M,NA
4688,WCA3A-TW_Marsh,28.8,105.5,206.7,45.7,NA,NA,28,F,NA
4689,WCA3A-TW_Marsh,28.7,102.6,200.4,43.3,NA,NA,26,F,NA
4690,WCA3A-TW_Marsh,41,147.6,279.8,50.4,NA,NA,63.5,M,NA
4691,WCA3A-TW_Marsh,30.2,108.3,210.8,40.5,NA,NA,27.5,F,NA
4692,WCA3A-TW_Marsh,32.2,114.3,236.3,52.3,NA,NA,44,F,NA
4693,WCA3A-TW_Marsh,30.6,108,216.9,43.5,NA,NA,30.5,F,NA
4694,WCA3A-TW_Marsh,33.8,118.8,235.8,35.6,NA,NA,37,M,NA
4695,WCA3A-TW_Marsh,33.3,116.6,216,50.5,NA,NA,39.5,F,Incomplete tail
4696,ENP-FC,33.4,122.9,238.2,49.4,NA,NA,39.5,M,NA
4697,ENP-FC,33,123.2,242.1,47.5,NA,NA,36,M,NA
4698,WCA3B_Marsh,37,129.9,223.2,40.5,NA,NA,35.5,M,Incomplete tail
4699,WCA3B_Marsh,27.1,97.7,192.8,37.6,NA,NA,20,F,NA
4700,WCA3B_Marsh,32.7,119.8,210,43.4,NA,NA,35,F,Incomplete tail
4701,WCA3B_Marsh,28.8,106.1,211.1,43.8,NA,NA,27,F,NA
4702,WCA3B_Marsh,28.7,100.7,199.4,37.9,NA,NA,19.8,M,NA
4703,WCA3B_Marsh,24.1,90.2,179.9,34.2,NA,NA,14.4,F,NA
4704,WCA3B_Marsh,23.6,85.5,166.5,33.6,NA,NA,12.2,M,NA
4705,WCA3B_Marsh,29.2,110.7,218.5,48.8,NA,NA,35,F,Missing front left leg before elbow.
4706,WCA3B_Marsh,32.3,117,238.6,50.7,NA,NA,40.5,M,NA
4707,WCA3B_Marsh,32.3,119.1,232.5,40,NA,NA,31,F,NA
4708,WCA3B_Marsh,26.6,95.5,187.5,36.6,NA,NA,17.8,F,Front right arm missing.
4709,WCA3B_Marsh,27.9,99,196.9,36.6,NA,NA,18.8,F,NA
4710,WCA3B_Marsh,30.2,109.3,211.1,39.6,NA,NA,24,F,NA
4711,WCA3B_Marsh,34.7,127.6,243.9,47.2,NA,NA,43,M,NA
4712,ENP-FC,32.1,113.5,225.7,43.8,NA,NA,32,M,NA
4713,ENP-FC,33.6,121.4,247.3,48.5,NA,NA,41,M,NA
4714,ENP-FC,22,79,158.9,29.3,NA,NA,9.8,M,NA
4715,ENP-FC,37.9,134.3,268.5,56.5,NA,NA,60,M,NA
4716,ENP-FC,30.4,111.4,223,42.2,NA,NA,26.5,M,NA
4717,ENP-FC,32,111,220,43.1,NA,NA,26.5,M,NA
4718,ENP-FC,26.2,93.9,189.1,32.4,NA,NA,14.2,F,NA
4719,ENP-NESSE,17.6,65.3,133,25.1,NA,NA,5.6,F,NA
4720,ENP-NESSE,32.4,113.5,225.6,42.1,NA,NA,29.5,M,NA
4721,ENP-NESSE,32.5,112.6,220.4,44.5,NA,NA,31,M,Missing rear left foot below knee
4722,ENP-NESSE,30.3,113,227.9,45.1,NA,NA,32,M,NA
4723,ENP-NESSE,31.2,118.2,194.2,45.1,NA,NA,32,M,Incomplete tail
4724,ENP-NESSE,22.7,85.2,174,32.9,NA,NA,13,F,NA
4725,ENP-NESSE,35.1,128.9,255.9,55.1,NA,NA,54,M,NA
4726,ENP-FC,26.7,99.1,200.1,39.7,NA,NA,22.5,F,NA
4727,ENP-NESSE,36.7,133.7,266.3,44,NA,NA,46,M,NA
4728,ENP-NESSE,31.6,109.6,211,40.5,NA,NA,27,M,NA
4729,ENP-NESSE,26.5,96.2,188.9,39.4,NA,NA,23.5,F,NA
4730,ENP-NESSE,31.7,116.1,233.6,50.1,NA,NA,41.5,M,NA
